"NUTS2","NUTS1","postcodeDistrict","NUTS218NM","NUTS118NM","Country"
"UKF1","UKF","S49","Derbyshire and Nottinghamshire","East Midlands","England"
"UKF1","UKF","NG12","Derbyshire and Nottinghamshire","East Midlands","England"
"UKF1","UKF","S18","Derbyshire and Nottinghamshire","East Midlands","England"
"UKF1","UKF","DE6","Derbyshire and Nottinghamshire","East Midlands","England"
"UKF1","UKF","DE3","Derbyshire and Nottinghamshire","East Midlands","England"
"UKF1","UKF","NG3","Derbyshire and Nottinghamshire","East Midlands","England"
"UKF1","UKF","NG8","Derbyshire and Nottinghamshire","East Midlands","England"
"UKF1","UKF","S40","Derbyshire and Nottinghamshire","East Midlands","England"
"UKF1","UKF","NG4","Derbyshire and Nottinghamshire","East Midlands","England"
"UKF2","UKF","NN4","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","CV10","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE8","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE4","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN15","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE15","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE9","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN8","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE87","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","CV23","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE65","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE3","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","PE9","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE18","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN5","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN7","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE21","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","B79","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE12","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","CV11","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE55","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NG10","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN10","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN1","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NG13","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE13","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE94","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN2","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NG33","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","PE8","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE16","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN9","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","MK16","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE6","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE10","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN16","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE2","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN17","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE11","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN6","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE5","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN3","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE7","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE19","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE95","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN14","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE41","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","NN18","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE1","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF2","UKF","LE67","Leicestershire, Rutland and Northamptonshire","East Midlands","England"
"UKF3","UKF","LN10","Lincolnshire","East Midlands","England"
"UKF3","UKF","LN6","Lincolnshire","East Midlands","England"
"UKF3","UKF","PE21","Lincolnshire","East Midlands","England"
"UKF3","UKF","PE11","Lincolnshire","East Midlands","England"
"UKF3","UKF","PE25","Lincolnshire","East Midlands","England"
"UKF3","UKF","LN2","Lincolnshire","East Midlands","England"
"UKF3","UKF","LN7","Lincolnshire","East Midlands","England"
"UKF3","UKF","LN11","Lincolnshire","East Midlands","England"
"UKF3","UKF","PE20","Lincolnshire","East Midlands","England"
"UKF3","UKF","LN13","Lincolnshire","East Midlands","England"
"UKF3","UKF","PE23","Lincolnshire","East Midlands","England"
"UKF3","UKF","NG31","Lincolnshire","East Midlands","England"
"UKF3","UKF","PE13","Lincolnshire","East Midlands","England"
"UKF3","UKF","LN1","Lincolnshire","East Midlands","England"
"UKF3","UKF","LN4","Lincolnshire","East Midlands","England"
"UKF3","UKF","PE10","Lincolnshire","East Midlands","England"
"UKF3","UKF","DN38","Lincolnshire","East Midlands","England"
"UKF3","UKF","LN3","Lincolnshire","East Midlands","England"
"UKF3","UKF","LN8","Lincolnshire","East Midlands","England"
"UKF3","UKF","LN5","Lincolnshire","East Midlands","England"
"UKF3","UKF","NG32","Lincolnshire","East Midlands","England"
"UKF3","UKF","NG34","Lincolnshire","East Midlands","England"
"UKF3","UKF","PE12","Lincolnshire","East Midlands","England"
"UKF3","UKF","LN9","Lincolnshire","East Midlands","England"
"UKF3","UKF","PE22","Lincolnshire","East Midlands","England"
"UKF3","UKF","NG23","Lincolnshire","East Midlands","England"
"UKF3","UKF","PE24","Lincolnshire","East Midlands","England"
"UKF3","UKF","LN12","Lincolnshire","East Midlands","England"
"UKF3","UKF","DN20","Lincolnshire","East Midlands","England"
"UKF3","UKF","DN37","Lincolnshire","East Midlands","England"
"UKG1","UKG","GL18","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","DY8","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B50","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","DY14","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV36","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","HR3","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR12","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B95","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR2","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR14","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","DY13","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B49","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR5","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B46","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B31","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B76","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B14","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV31","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B97","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","SY8","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B48","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B60","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B96","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","OX15","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV12","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR10","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV9","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","DY10","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV21","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","HR6","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","OX7","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR4","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","NN11","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR3","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV13","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV35","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV33","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","HR7","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR15","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","HR4","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B90","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","DY12","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR9","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","DY11","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR1","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B80","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR11","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B62","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR7","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","HR1","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","HR2","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR6","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","HR9","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","LE17","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV22","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B77","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV6","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV32","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV37","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B61","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","SY7","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B98","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","DY7","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV34","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","B47","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","CV47","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG1","UKG","WR99","Herefordshire, Worcestershire and Warwickshire","West Midlands","England"
"UKG2","UKG","TF4","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SY15","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST13","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST4","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WV11","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","B78","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST2","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST19","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST1","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SY6","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","TF3","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SY10","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WS12","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST18","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WV16","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WS11","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST8","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","TF13","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST5","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WV15","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WS14","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST3","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","TF1","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST7","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST9","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SY99","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SY9","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","DE13","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WV10","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SY11","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SY2","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST15","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WV9","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WS6","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SY1","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WV99","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","TF10","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST10","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST12","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WS7","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","TF5","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","DE14","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SY12","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST11","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","TF11","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SK11","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WS13","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SY14","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","TF2","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST17","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SK17","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","TF12","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WV6","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SY4","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST21","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WS15","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","TF7","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST6","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","DY6","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST55","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST16","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","ST20","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WV7","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","SY3","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","TF6","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","WV5","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","CW2","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","TF8","Shropshire and Staffordshire","West Midlands ","England"
"UKG2","UKG","TF9","Shropshire and Staffordshire","West Midlands ","England"
"UKG3","UKG","WV8","West Midlands","West Midlands ","England"
"UKG3","UKG","B36","West Midlands","West Midlands ","England"
"UKG3","UKG","B26","West Midlands","West Midlands ","England"
"UKG3","UKG","B19","West Midlands","West Midlands ","England"
"UKG3","UKG","WV1","West Midlands","West Midlands ","England"
"UKG3","UKG","DY3","West Midlands","West Midlands ","England"
"UKG3","UKG","WV2","West Midlands","West Midlands ","England"
"UKG3","UKG","B21","West Midlands","West Midlands ","England"
"UKG3","UKG","B2","West Midlands","West Midlands ","England"
"UKG3","UKG","B13","West Midlands","West Midlands ","England"
"UKG3","UKG","WV3","West Midlands","West Midlands ","England"
"UKG3","UKG","B45","West Midlands","West Midlands ","England"
"UKG3","UKG","B1","West Midlands","West Midlands ","England"
"UKG3","UKG","B17","West Midlands","West Midlands ","England"
"UKG3","UKG","B93","West Midlands","West Midlands ","England"
"UKG3","UKG","B65","West Midlands","West Midlands ","England"
"UKG3","UKG","CV2","West Midlands","West Midlands ","England"
"UKG3","UKG","B24","West Midlands","West Midlands ","England"
"UKG3","UKG","B5","West Midlands","West Midlands ","England"
"UKG3","UKG","B10","West Midlands","West Midlands ","England"
"UKG3","UKG","B99","West Midlands","West Midlands ","England"
"UKG3","UKG","WS2","West Midlands","West Midlands ","England"
"UKG3","UKG","WS3","West Midlands","West Midlands ","England"
"UKG3","UKG","B91","West Midlands","West Midlands ","England"
"UKG3","UKG","B25","West Midlands","West Midlands ","England"
"UKG3","UKG","CV3","West Midlands","West Midlands ","England"
"UKG3","UKG","B72","West Midlands","West Midlands ","England"
"UKG3","UKG","B27","West Midlands","West Midlands ","England"
"UKG3","UKG","B34","West Midlands","West Midlands ","England"
"UKG3","UKG","CV7","West Midlands","West Midlands ","England"
"UKG3","UKG","WV14","West Midlands","West Midlands ","England"
"UKG3","UKG","B63","West Midlands","West Midlands ","England"
"UKG3","UKG","B67","West Midlands","West Midlands ","England"
"UKG3","UKG","B9","West Midlands","West Midlands ","England"
"UKG3","UKG","B29","West Midlands","West Midlands ","England"
"UKG3","UKG","B11","West Midlands","West Midlands ","England"
"UKG3","UKG","CV8","West Midlands","West Midlands ","England"
"UKG3","UKG","WS10","West Midlands","West Midlands ","England"
"UKG3","UKG","B28","West Midlands","West Midlands ","England"
"UKG3","UKG","B33","West Midlands","West Midlands ","England"
"UKG3","UKG","B64","West Midlands","West Midlands ","England"
"UKG3","UKG","DY2","West Midlands","West Midlands ","England"
"UKG3","UKG","CV4","West Midlands","West Midlands ","England"
"UKG3","UKG","B71","West Midlands","West Midlands ","England"
"UKG3","UKG","B30","West Midlands","West Midlands ","England"
"UKG3","UKG","WS8","West Midlands","West Midlands ","England"
"UKG3","UKG","WV13","West Midlands","West Midlands ","England"
"UKG3","UKG","B18","West Midlands","West Midlands ","England"
"UKG3","UKG","B20","West Midlands","West Midlands ","England"
"UKG3","UKG","B6","West Midlands","West Midlands ","England"
"UKG3","UKG","WV98","West Midlands","West Midlands ","England"
"UKG3","UKG","CV1","West Midlands","West Midlands ","England"
"UKG3","UKG","B74","West Midlands","West Midlands ","England"
"UKG3","UKG","B66","West Midlands","West Midlands ","England"
"UKG3","UKG","B4","West Midlands","West Midlands ","England"
"UKG3","UKG","B92","West Midlands","West Midlands ","England"
"UKG3","UKG","B7","West Midlands","West Midlands ","England"
"UKG3","UKG","DY1","West Midlands","West Midlands ","England"
"UKG3","UKG","B38","West Midlands","West Midlands ","England"
"UKG3","UKG","B16","West Midlands","West Midlands ","England"
"UKG3","UKG","B68","West Midlands","West Midlands ","England"
"UKG3","UKG","B23","West Midlands","West Midlands ","England"
"UKG3","UKG","B43","West Midlands","West Midlands ","England"
"UKG3","UKG","B3","West Midlands","West Midlands ","England"
"UKG3","UKG","WS1","West Midlands","West Midlands ","England"
"UKG3","UKG","B73","West Midlands","West Midlands ","England"
"UKG3","UKG","B44","West Midlands","West Midlands ","England"
"UKG3","UKG","B75","West Midlands","West Midlands ","England"
"UKG3","UKG","DY9","West Midlands","West Midlands ","England"
"UKG3","UKG","B70","West Midlands","West Midlands ","England"
"UKG3","UKG","B94","West Midlands","West Midlands ","England"
"UKG3","UKG","B32","West Midlands","West Midlands ","England"
"UKG3","UKG","WS5","West Midlands","West Midlands ","England"
"UKG3","UKG","B69","West Midlands","West Midlands ","England"
"UKG3","UKG","WS9","West Midlands","West Midlands ","England"
"UKG3","UKG","B12","West Midlands","West Midlands ","England"
"UKG3","UKG","WV4","West Midlands","West Midlands ","England"
"UKG3","UKG","B42","West Midlands","West Midlands ","England"
"UKG3","UKG","WV12","West Midlands","West Midlands ","England"
"UKG3","UKG","DY4","West Midlands","West Midlands ","England"
"UKG3","UKG","DY5","West Midlands","West Midlands ","England"
"UKG3","UKG","B35","West Midlands","West Midlands ","England"
"UKG3","UKG","WS4","West Midlands","West Midlands ","England"
"UKG3","UKG","CV5","West Midlands","West Midlands ","England"
"UKG3","UKG","B8","West Midlands","West Midlands ","England"
"UKG3","UKG","B40","West Midlands","West Midlands ","England"
"UKG3","UKG","B15","West Midlands","West Midlands ","England"
"UKG3","UKG","B37","West Midlands","West Midlands ","England"
"UKH1","UKH","PE2","East Anglia","East of England","England"
"UKH1","UKH","NR7","East Anglia","East of England","England"
"UKH1","UKH","PE7","East Anglia","East of England","England"
"UKH1","UKH","CB3","East Anglia","East of England","England"
"UKH1","UKH","IP9","East Anglia","East of England","England"
"UKH1","UKH","IP24","East Anglia","East of England","England"
"UKH1","UKH","IP14","East Anglia","East of England","England"
"UKH1","UKH","IP21","East Anglia","East of England","England"
"UKH1","UKH","NR33","East Anglia","East of England","England"
"UKH1","UKH","CB7","East Anglia","East of England","England"
"UKH1","UKH","IP27","East Anglia","East of England","England"
"UKH1","UKH","IP31","East Anglia","East of England","England"
"UKH1","UKH","MK44","East Anglia","East of England","England"
"UKH1","UKH","CB5","East Anglia","East of England","England"
"UKH1","UKH","NR28","East Anglia","East of England","England"
"UKH1","UKH","CB1","East Anglia","East of England","England"
"UKH1","UKH","IP16","East Anglia","East of England","England"
"UKH1","UKH","NR2","East Anglia","East of England","England"
"UKH1","UKH","PE34","East Anglia","East of England","England"
"UKH1","UKH","IP10","East Anglia","East of England","England"
"UKH1","UKH","IP6","East Anglia","East of England","England"
"UKH1","UKH","NR10","East Anglia","East of England","England"
"UKH1","UKH","PE16","East Anglia","East of England","England"
"UKH1","UKH","NR30","East Anglia","East of England","England"
"UKH1","UKH","CB23","East Anglia","East of England","England"
"UKH1","UKH","NR35","East Anglia","East of England","England"
"UKH1","UKH","IP32","East Anglia","East of England","England"
"UKH1","UKH","PE35","East Anglia","East of England","England"
"UKH1","UKH","NR25","East Anglia","East of England","England"
"UKH1","UKH","NR21","East Anglia","East of England","England"
"UKH1","UKH","PE3","East Anglia","East of England","England"
"UKH1","UKH","CB8","East Anglia","East of England","England"
"UKH1","UKH","NR4","East Anglia","East of England","England"
"UKH1","UKH","CB10","East Anglia","East of England","England"
"UKH1","UKH","NR16","East Anglia","East of England","England"
"UKH1","UKH","IP25","East Anglia","East of England","England"
"UKH1","UKH","SG8","East Anglia","East of England","England"
"UKH1","UKH","PE1","East Anglia","East of England","England"
"UKH1","UKH","CB21","East Anglia","East of England","England"
"UKH1","UKH","NR29","East Anglia","East of England","England"
"UKH1","UKH","NR18","East Anglia","East of England","England"
"UKH1","UKH","PE6","East Anglia","East of England","England"
"UKH1","UKH","NR20","East Anglia","East of England","England"
"UKH1","UKH","CO8","East Anglia","East of England","England"
"UKH1","UKH","CB2","East Anglia","East of England","England"
"UKH1","UKH","NR32","East Anglia","East of England","England"
"UKH1","UKH","PE5","East Anglia","East of England","England"
"UKH1","UKH","PE31","East Anglia","East of England","England"
"UKH1","UKH","NR31","East Anglia","East of England","England"
"UKH1","UKH","NR13","East Anglia","East of England","England"
"UKH1","UKH","NR27","East Anglia","East of England","England"
"UKH1","UKH","IP15","East Anglia","East of England","England"
"UKH1","UKH","NR1","East Anglia","East of England","England"
"UKH1","UKH","CO11","East Anglia","East of England","England"
"UKH1","UKH","IP17","East Anglia","East of England","England"
"UKH1","UKH","IP18","East Anglia","East of England","England"
"UKH1","UKH","PE14","East Anglia","East of England","England"
"UKH1","UKH","IP2","East Anglia","East of England","England"
"UKH1","UKH","PE33","East Anglia","East of England","England"
"UKH1","UKH","CO7","East Anglia","East of England","England"
"UKH1","UKH","NR9","East Anglia","East of England","England"
"UKH1","UKH","PE36","East Anglia","East of England","England"
"UKH1","UKH","NR5","East Anglia","East of England","England"
"UKH1","UKH","IP1","East Anglia","East of England","England"
"UKH1","UKH","IP11","East Anglia","East of England","England"
"UKH1","UKH","PE19","East Anglia","East of England","England"
"UKH1","UKH","PE29","East Anglia","East of England","England"
"UKH1","UKH","NR6","East Anglia","East of England","England"
"UKH1","UKH","PE15","East Anglia","East of England","England"
"UKH1","UKH","IP12","East Anglia","East of England","England"
"UKH1","UKH","PE30","East Anglia","East of England","England"
"UKH1","UKH","NR34","East Anglia","East of England","England"
"UKH1","UKH","CB24","East Anglia","East of England","England"
"UKH1","UKH","IP3","East Anglia","East of England","England"
"UKH1","UKH","IP8","East Anglia","East of England","England"
"UKH1","UKH","CB4","East Anglia","East of England","England"
"UKH1","UKH","IP20","East Anglia","East of England","England"
"UKH1","UKH","CB22","East Anglia","East of England","England"
"UKH1","UKH","CB25","East Anglia","East of England","England"
"UKH1","UKH","NR3","East Anglia","East of England","England"
"UKH1","UKH","PE32","East Anglia","East of England","England"
"UKH1","UKH","NR23","East Anglia","East of England","England"
"UKH1","UKH","PE4","East Anglia","East of England","England"
"UKH1","UKH","IP33","East Anglia","East of England","England"
"UKH1","UKH","IP28","East Anglia","East of England","England"
"UKH1","UKH","PE38","East Anglia","East of England","England"
"UKH1","UKH","NR19","East Anglia","East of England","England"
"UKH1","UKH","IP19","East Anglia","East of England","England"
"UKH1","UKH","IP22","East Anglia","East of England","England"
"UKH1","UKH","IP13","East Anglia","East of England","England"
"UKH1","UKH","PE26","East Anglia","East of England","England"
