"NUTS2","NUTS1","postcodeDistrict","NUTS218NM","NUTS118NM","Country"
"UKC1","UKC","TS11","Tees Valley and Durham","North East","England"
"UKC1","UKC","DL15","Tees Valley and Durham","North East","England"
"UKC1","UKC","DL12","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS19","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS8","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS13","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS16","Tees Valley and Durham","North East","England"
"UKC1","UKC","DL98","Tees Valley and Durham","North East","England"
"UKC1","UKC","NE39","Tees Valley and Durham","North East","England"
"UKC1","UKC","DH97","Tees Valley and Durham","North East","England"
"UKC1","UKC","DL1","Tees Valley and Durham","North East","England"
"UKC1","UKC","DH98","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS7","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS1","Tees Valley and Durham","North East","England"
"UKC1","UKC","DH99","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS29","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS3","Tees Valley and Durham","North East","England"
"UKC1","UKC","DL5","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS12","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS2","Tees Valley and Durham","North East","England"
"UKC1","UKC","DL4","Tees Valley and Durham","North East","England"
"UKC1","UKC","DL13","Tees Valley and Durham","North East","England"
"UKC1","UKC","DL11","Tees Valley and Durham","North East","England"
"UKC1","UKC","DH6","Tees Valley and Durham","North East","England"
"UKC1","UKC","DL17","Tees Valley and Durham","North East","England"
"UKC1","UKC","DH7","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS6","Tees Valley and Durham","North East","England"
"UKC1","UKC","DL14","Tees Valley and Durham","North East","England"
"UKC1","UKC","DL3","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS25","Tees Valley and Durham","North East","England"
"UKC1","UKC","DH9","Tees Valley and Durham","North East","England"
"UKC1","UKC","SR8","Tees Valley and Durham","North East","England"
"UKC1","UKC","DH3","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS20","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS5","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS24","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS23","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS27","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS14","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS18","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS21","Tees Valley and Durham","North East","England"
"UKC1","UKC","DL16","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS26","Tees Valley and Durham","North East","England"
"UKC1","UKC","DH1","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS10","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS22","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS17","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS4","Tees Valley and Durham","North East","England"
"UKC1","UKC","TS28","Tees Valley and Durham","North East","England"
"UKC2","UKC","NE85","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE28","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE19","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE92","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE16","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE45","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE49","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","SR6","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE71","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE34","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE38","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE2","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE64","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","SR5","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE67","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE3","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE33","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","SR2","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE11","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE88","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE82","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE36","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE61","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE69","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE22","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE32","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE5","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","SR3","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE62","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE9","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE15","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE24","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE29","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE43","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE47","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE8","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE40","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","SR7","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE68","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE1","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","DH4","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","DH2","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE35","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE18","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE46","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE30","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE44","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","DH8","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE31","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE83","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE27","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE41","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE99","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE48","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","SR1","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE37","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE21","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE10","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE65","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","DH5","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE26","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","SR4","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE13","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE20","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE70","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE42","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE25","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE17","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE4","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE23","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE66","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE98","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE63","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE12","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE7","Northumberland and Tyne and Wear","North East","England"
"UKC2","UKC","NE6","Northumberland and Tyne and Wear","North East","England"
"UKD1","UKD","LA17","Cumbria","North West","England"
"UKD1","UKD","LA13","Cumbria","North West","England"
"UKD1","UKD","CA19","Cumbria","North West","England"
"UKD1","UKD","LA22","Cumbria","North West","England"
"UKD1","UKD","LA20","Cumbria","North West","England"
"UKD1","UKD","CA14","Cumbria","North West","England"
"UKD1","UKD","CA16","Cumbria","North West","England"
"UKD1","UKD","LA19","Cumbria","North West","England"
"UKD1","UKD","CA26","Cumbria","North West","England"
"UKD1","UKD","CA4","Cumbria","North West","England"
"UKD1","UKD","CA7","Cumbria","North West","England"
"UKD1","UKD","CA21","Cumbria","North West","England"
"UKD1","UKD","LA14","Cumbria","North West","England"
"UKD1","UKD","CA2","Cumbria","North West","England"
"UKD1","UKD","CA95","Cumbria","North West","England"
"UKD1","UKD","CA1","Cumbria","North West","England"
"UKD1","UKD","CA23","Cumbria","North West","England"
"UKD1","UKD","LA8","Cumbria","North West","England"
"UKD1","UKD","TD9","Cumbria","North West","England"
"UKD1","UKD","CA3","Cumbria","North West","England"
"UKD1","UKD","CA28","Cumbria","North West","England"
"UKD1","UKD","LA16","Cumbria","North West","England"
"UKD1","UKD","CA13","Cumbria","North West","England"
"UKD1","UKD","CA20","Cumbria","North West","England"
"UKD1","UKD","LA18","Cumbria","North West","England"
"UKD1","UKD","CA22","Cumbria","North West","England"
"UKD1","UKD","CA9","Cumbria","North West","England"
"UKD1","UKD","CA10","Cumbria","North West","England"
"UKD1","UKD","LA15","Cumbria","North West","England"
"UKD1","UKD","LA12","Cumbria","North West","England"
"UKD1","UKD","CA25","Cumbria","North West","England"
"UKD1","UKD","LA11","Cumbria","North West","England"
"UKD1","UKD","CA17","Cumbria","North West","England"
"UKD1","UKD","CA11","Cumbria","North West","England"
"UKD1","UKD","CA8","Cumbria","North West","England"
"UKD1","UKD","CA18","Cumbria","North West","England"
"UKD1","UKD","LA21","Cumbria","North West","England"
"UKD1","UKD","CA12","Cumbria","North West","England"
"UKD1","UKD","LA9","Cumbria","North West","England"
"UKD1","UKD","LA23","Cumbria","North West","England"
"UKD1","UKD","CA15","Cumbria","North West","England"
"UKD1","UKD","CA5","Cumbria","North West","England"
"UKD1","UKD","CA27","Cumbria","North West","England"
"UKD1","UKD","CA24","Cumbria","North West","England"
"UKD3","UKD","SK15","Greater Manchester","North West","England"
"UKD3","UKD","M29","Greater Manchester","North West","England"
"UKD3","UKD","WN2","Greater Manchester","North West","England"
"UKD3","UKD","BL5","Greater Manchester","North West","England"
"UKD3","UKD","OL9","Greater Manchester","North West","England"
"UKD3","UKD","BL8","Greater Manchester","North West","England"
"UKD3","UKD","SK22","Greater Manchester","North West","England"
"UKD3","UKD","M33","Greater Manchester","North West","England"
"UKD3","UKD","OL10","Greater Manchester","North West","England"
"UKD3","UKD","M14","Greater Manchester","North West","England"
"UKD3","UKD","BL9","Greater Manchester","North West","England"
"UKD3","UKD","BL7","Greater Manchester","North West","England"
"UKD3","UKD","M22","Greater Manchester","North West","England"
"UKD3","UKD","M43","Greater Manchester","North West","England"
"UKD3","UKD","SK3","Greater Manchester","North West","England"
"UKD3","UKD","M18","Greater Manchester","North West","England"
"UKD3","UKD","M26","Greater Manchester","North West","England"
"UKD3","UKD","M1","Greater Manchester","North West","England"
"UKD3","UKD","WN4","Greater Manchester","North West","England"
"UKD3","UKD","OL1","Greater Manchester","North West","England"
"UKD3","UKD","OL2","Greater Manchester","North West","England"
"UKD3","UKD","M9","Greater Manchester","North West","England"
"UKD3","UKD","BL6","Greater Manchester","North West","England"
"UKD3","UKD","SK2","Greater Manchester","North West","England"
"UKD3","UKD","M32","Greater Manchester","North West","England"
"UKD3","UKD","M24","Greater Manchester","North West","England"
"UKD3","UKD","M38","Greater Manchester","North West","England"
"UKD3","UKD","M5","Greater Manchester","North West","England"
"UKD3","UKD","OL4","Greater Manchester","North West","England"
"UKD3","UKD","M28","Greater Manchester","North West","England"
"UKD3","UKD","M31","Greater Manchester","North West","England"
"UKD3","UKD","SK16","Greater Manchester","North West","England"
"UKD3","UKD","M34","Greater Manchester","North West","England"
"UKD3","UKD","M17","Greater Manchester","North West","England"
"UKD3","UKD","M27","Greater Manchester","North West","England"
"UKD3","UKD","WN3","Greater Manchester","North West","England"
"UKD3","UKD","M2","Greater Manchester","North West","England"
"UKD3","UKD","M12","Greater Manchester","North West","England"
"UKD3","UKD","WA13","Greater Manchester","North West","England"
"UKD3","UKD","WN1","Greater Manchester","North West","England"
"UKD3","UKD","BL11","Greater Manchester","North West","England"
"UKD3","UKD","BL0","Greater Manchester","North West","England"
"UKD3","UKD","M46","Greater Manchester","North West","England"
"UKD3","UKD","WA15","Greater Manchester","North West","England"
"UKD3","UKD","M25","Greater Manchester","North West","England"
"UKD3","UKD","OL3","Greater Manchester","North West","England"
"UKD3","UKD","OL8","Greater Manchester","North West","England"
"UKD3","UKD","M3","Greater Manchester","North West","England"
"UKD3","UKD","M13","Greater Manchester","North West","England"
"UKD3","UKD","M8","Greater Manchester","North West","England"
"UKD3","UKD","BL3","Greater Manchester","North West","England"
"UKD3","UKD","M16","Greater Manchester","North West","England"
"UKD3","UKD","SK13","Greater Manchester","North West","England"
"UKD3","UKD","BL78","Greater Manchester","North West","England"
"UKD3","UKD","M44","Greater Manchester","North West","England"
"UKD3","UKD","BL2","Greater Manchester","North West","England"
"UKD3","UKD","OL6","Greater Manchester","North West","England"
"UKD3","UKD","BL4","Greater Manchester","North West","England"
"UKD3","UKD","M4","Greater Manchester","North West","England"
"UKD3","UKD","M21","Greater Manchester","North West","England"
"UKD3","UKD","SK1","Greater Manchester","North West","England"
"UKD3","UKD","OL16","Greater Manchester","North West","England"
"UKD3","UKD","SK7","Greater Manchester","North West","England"
"UKD3","UKD","OL12","Greater Manchester","North West","England"
"UKD3","UKD","M11","Greater Manchester","North West","England"
"UKD3","UKD","OL11","Greater Manchester","North West","England"
"UKD3","UKD","M6","Greater Manchester","North West","England"
"UKD3","UKD","WN6","Greater Manchester","North West","England"
"UKD3","UKD","M23","Greater Manchester","North West","England"
"UKD3","UKD","SK5","Greater Manchester","North West","England"
"UKD3","UKD","OL5","Greater Manchester","North West","England"
"UKD3","UKD","M15","Greater Manchester","North West","England"
"UKD3","UKD","SK4","Greater Manchester","North West","England"
"UKD3","UKD","SK8","Greater Manchester","North West","England"
"UKD3","UKD","M40","Greater Manchester","North West","England"
"UKD3","UKD","M7","Greater Manchester","North West","England"
"UKD3","UKD","M90","Greater Manchester","North West","England"
"UKD3","UKD","M20","Greater Manchester","North West","England"
"UKD3","UKD","BL1","Greater Manchester","North West","England"
"UKD3","UKD","M50","Greater Manchester","North West","England"
"UKD3","UKD","M61","Greater Manchester","North West","England"
"UKD3","UKD","M35","Greater Manchester","North West","England"
"UKD3","UKD","OL7","Greater Manchester","North West","England"
"UKD3","UKD","M45","Greater Manchester","North West","England"
"UKD3","UKD","OL95","Greater Manchester","North West","England"
"UKD3","UKD","OL14","Greater Manchester","North West","England"
"UKD3","UKD","WN7","Greater Manchester","North West","England"
"UKD3","UKD","M60","Greater Manchester","North West","England"
"UKD3","UKD","M41","Greater Manchester","North West","England"
"UKD3","UKD","M99","Greater Manchester","North West","England"
"UKD3","UKD","WA14","Greater Manchester","North West","England"
"UKD3","UKD","M30","Greater Manchester","North West","England"
"UKD3","UKD","M19","Greater Manchester","North West","England"
"UKD4","UKD","LA2","Lancashire","North West","England"
"UKD4","UKD","BB8","Lancashire","North West","England"
"UKD4","UKD","PR1","Lancashire","North West","England"
"UKD4","UKD","LA1","Lancashire","North West","England"
"UKD4","UKD","BB10","Lancashire","North West","England"
"UKD4","UKD","BB2","Lancashire","North West","England"
"UKD4","UKD","OL13","Lancashire","North West","England"
"UKD4","UKD","PR5","Lancashire","North West","England"
"UKD4","UKD","BB4","Lancashire","North West","England"
"UKD4","UKD","FY7","Lancashire","North West","England"
"UKD4","UKD","PR26","Lancashire","North West","England"
"UKD4","UKD","PR9","Lancashire","North West","England"
"UKD4","UKD","LA5","Lancashire","North West","England"
"UKD4","UKD","PR7","Lancashire","North West","England"
"UKD4","UKD","FY6","Lancashire","North West","England"
"UKD4","UKD","BB9","Lancashire","North West","England"
"UKD4","UKD","PR11","Lancashire","North West","England"
"UKD4","UKD","FY2","Lancashire","North West","England"
"UKD4","UKD","FY1","Lancashire","North West","England"
"UKD4","UKD","BB3","Lancashire","North West","England"
"UKD4","UKD","BB5","Lancashire","North West","England"
"UKD4","UKD","PR3","Lancashire","North West","England"
"UKD4","UKD","L39","Lancashire","North West","England"
"UKD4","UKD","FY3","Lancashire","North West","England"
"UKD4","UKD","L33","Lancashire","North West","England"
"UKD4","UKD","PR25","Lancashire","North West","England"
"UKD4","UKD","BB7","Lancashire","North West","England"
"UKD4","UKD","L40","Lancashire","North West","England"
"UKD4","UKD","WN8","Lancashire","North West","England"
"UKD4","UKD","BB1","Lancashire","North West","England"
"UKD4","UKD","LA7","Lancashire","North West","England"
"UKD4","UKD","PR4","Lancashire","North West","England"
"UKD4","UKD","LA4","Lancashire","North West","England"
"UKD4","UKD","PR6","Lancashire","North West","England"
"UKD4","UKD","BB12","Lancashire","North West","England"
"UKD4","UKD","FY5","Lancashire","North West","England"
"UKD4","UKD","PR2","Lancashire","North West","England"
"UKD4","UKD","BB94","Lancashire","North West","England"
"UKD4","UKD","BB11","Lancashire","North West","England"
"UKD4","UKD","LA3","Lancashire","North West","England"
"UKD4","UKD","BB18","Lancashire","North West","England"
"UKD4","UKD","BB6","Lancashire","North West","England"
"UKD4","UKD","PR0","Lancashire","North West","England"
"UKD4","UKD","FY4","Lancashire","North West","England"
"UKD4","UKD","FY8","Lancashire","North West","England"
"UKD6","UKD","CW1","Cheshire","North West","England"
"UKD6","UKD","CW5","Cheshire","North West","England"
"UKD6","UKD","WA1","Cheshire","North West","England"
"UKD6","UKD","SK23","Cheshire","North West","England"
"UKD6","UKD","SK12","Cheshire","North West","England"
"UKD6","UKD","WA6","Cheshire","North West","England"
"UKD6","UKD","WA8","Cheshire","North West","England"
"UKD6","UKD","WA7","Cheshire","North West","England"
"UKD6","UKD","CW6","Cheshire","North West","England"
"UKD6","UKD","CH88","Cheshire","North West","England"
"UKD6","UKD","SK10","Cheshire","North West","England"
"UKD6","UKD","CW11","Cheshire","North West","England"
"UKD6","UKD","WA3","Cheshire","North West","England"
"UKD6","UKD","WA16","Cheshire","North West","England"
"UKD6","UKD","CW98","Cheshire","North West","England"
"UKD6","UKD","CH33","Cheshire","North West","England"
"UKD6","UKD","CW8","Cheshire","North West","England"
"UKD6","UKD","CH99","Cheshire","North West","England"
"UKD6","UKD","CH66","Cheshire","North West","England"
"UKD6","UKD","CW10","Cheshire","North West","England"
"UKD6","UKD","CW7","Cheshire","North West","England"
"UKD6","UKD","CW9","Cheshire","North West","England"
"UKD6","UKD","SK6","Cheshire","North West","England"
"UKD6","UKD","SK9","Cheshire","North West","England"
"UKD6","UKD","CH2","Cheshire","North West","England"
"UKD6","UKD","CW12","Cheshire","North West","England"
"UKD6","UKD","CH34","Cheshire","North West","England"
"UKD6","UKD","WA55","Cheshire","North West","England"
"UKD6","UKD","CH70","Cheshire","North West","England"
"UKD6","UKD","CW3","Cheshire","North West","England"
"UKD6","UKD","CH3","Cheshire","North West","England"
"UKD6","UKD","CW4","Cheshire","North West","England"
"UKD6","UKD","CH1","Cheshire","North West","England"
"UKD7","UKD","L15","Merseyside","North West","England"
"UKD7","UKD","L6","Merseyside","North West","England"
"UKD7","UKD","WN5","Merseyside","North West","England"
"UKD7","UKD","L38","Merseyside","North West","England"
"UKD7","UKD","L69","Merseyside","North West","England"
"UKD7","UKD","L7","Merseyside","North West","England"
"UKD7","UKD","CH29","Merseyside","North West","England"
"UKD7","UKD","L80","Merseyside","North West","England"
"UKD7","UKD","L18","Merseyside","North West","England"
"UKD7","UKD","CH27","Merseyside","North West","England"
"UKD7","UKD","CH30","Merseyside","North West","England"
"UKD7","UKD","L31","Merseyside","North West","England"
"UKD7","UKD","CH47","Merseyside","North West","England"
"UKD7","UKD","PR8","Merseyside","North West","England"
"UKD7","UKD","WA5","Merseyside","North West","England"
"UKD7","UKD","CH65","Merseyside","North West","England"
"UKD7","UKD","L75","Merseyside","North West","England"
"UKD7","UKD","L30","Merseyside","North West","England"
"UKD7","UKD","WA9","Merseyside","North West","England"
"UKD7","UKD","CH61","Merseyside","North West","England"
"UKD7","UKD","CH44","Merseyside","North West","England"
"UKD7","UKD","L24","Merseyside","North West","England"
"UKD7","UKD","WA11","Merseyside","North West","England"
"UKD7","UKD","CH26","Merseyside","North West","England"
"UKD7","UKD","WA2","Merseyside","North West","England"
"UKD7","UKD","WA4","Merseyside","North West","England"
"UKD7","UKD","L10","Merseyside","North West","England"
"UKD7","UKD","L23","Merseyside","North West","England"
"UKD7","UKD","L9","Merseyside","North West","England"
"UKD7","UKD","CH43","Merseyside","North West","England"
"UKD7","UKD","L22","Merseyside","North West","England"
"UKD7","UKD","L3","Merseyside","North West","England"
"UKD7","UKD","L21","Merseyside","North West","England"
"UKD7","UKD","L26","Merseyside","North West","England"
"UKD7","UKD","L2","Merseyside","North West","England"
"UKD7","UKD","L1","Merseyside","North West","England"
"UKD7","UKD","CH48","Merseyside","North West","England"
"UKD7","UKD","L74","Merseyside","North West","England"
"UKD7","UKD","L68","Merseyside","North West","England"
"UKD7","UKD","CH42","Merseyside","North West","England"
"UKD7","UKD","CH60","Merseyside","North West","England"
"UKD7","UKD","WA12","Merseyside","North West","England"
"UKD7","UKD","CH32","Merseyside","North West","England"
"UKD7","UKD","L5","Merseyside","North West","England"
"UKD7","UKD","CH28","Merseyside","North West","England"
"UKD7","UKD","L67","Merseyside","North West","England"
"UKD7","UKD","L14","Merseyside","North West","England"
"UKD7","UKD","CH62","Merseyside","North West","England"
"UKD7","UKD","L4","Merseyside","North West","England"
"UKD7","UKD","CH64","Merseyside","North West","England"
"UKD7","UKD","L37","Merseyside","North West","England"
"UKD7","UKD","L28","Merseyside","North West","England"
"UKD7","UKD","CH31","Merseyside","North West","England"
"UKD7","UKD","L27","Merseyside","North West","England"
"UKD7","UKD","L16","Merseyside","North West","England"
"UKD7","UKD","L8","Merseyside","North West","England"
"UKD7","UKD","CH63","Merseyside","North West","England"
"UKD7","UKD","L11","Merseyside","North West","England"
"UKD7","UKD","L17","Merseyside","North West","England"
"UKD7","UKD","L20","Merseyside","North West","England"
"UKD7","UKD","L36","Merseyside","North West","England"
"UKD7","UKD","L19","Merseyside","North West","England"
"UKD7","UKD","CH45","Merseyside","North West","England"
"UKD7","UKD","L29","Merseyside","North West","England"
"UKD7","UKD","WA88","Merseyside","North West","England"
"UKD7","UKD","L34","Merseyside","North West","England"
"UKD7","UKD","L71","Merseyside","North West","England"
"UKD7","UKD","CH41","Merseyside","North West","England"
"UKD7","UKD","CH46","Merseyside","North West","England"
"UKD7","UKD","CH25","Merseyside","North West","England"
"UKD7","UKD","L12","Merseyside","North West","England"
"UKD7","UKD","L35","Merseyside","North West","England"
"UKD7","UKD","WA10","Merseyside","North West","England"
"UKD7","UKD","L70","Merseyside","North West","England"
"UKD7","UKD","L32","Merseyside","North West","England"
"UKD7","UKD","L25","Merseyside","North West","England"
"UKD7","UKD","CH49","Merseyside","North West","England"
"UKD7","UKD","L72","Merseyside","North West","England"
"UKD7","UKD","L13","Merseyside","North West","England"
"UKE1","UKE","YO16","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN36","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU8","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN15","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU5","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN33","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU6","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU14","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN41","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN39","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","YO43","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN8","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN18","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN40","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN17","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU16","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU17","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU15","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","YO15","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU20","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU19","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU7","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN10","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU11","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN19","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU1","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU10","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN14","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU9","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN16","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","YO42","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN35","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU4","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN34","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU2","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU13","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU3","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU12","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN32","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","DN31","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","HU18","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
"UKE1","UKE","YO41","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","England"
